GROUP_INTRO|COMPANY|JOB_POSTING_URL|TITLE_IMG|BENEFITS|RECRUIT_DEADLINE|TITLE|PREFERENTIAL|MAINDUTIES|WORKING_AREA|LOGO_IMG|JOB_GROUP|QUALIFICATION|ID
"[페이히어는 ‘매장의 새로운 미래’를 만들고 있습니다.]
온라인 결제는 빠르게 변해왔지만, 오프라인 결제와 매장의 중심에 있는 포스기(POS)는 20년 전 모습에 머물러 있었습니다. 페이히어는 가장 먼저 휴대폰, 태블릿, 노트북 등 내가 원하는 기기에 자유롭게 다운받아 쓰는 ‘클라우드 기반의 포스’로 카운터의 풍경을 새롭게 바꿨습니다.

나아가 예약, 배달, 주문, 결제, 고객 관리, 매장 관리 등 소비자의 매장 방문 여정에 따라 흩어져 있는 매장 관리 서비스를 한곳으로 모아, 고객(사장님)은 물론 매장을 방문한 소비자에게도 새로운 경험을 전달해 드리고 있습니다. 이제는 포스 그 이상, 페이히어 셀러의 형태로 모든 판매자들을 위한 서비스로 나아가고 있습니다.

실리콘밸리VC 굿워터캐피탈, 스마일게이트벤처스, 소프트뱅크벤처스, 해시드벤처스로부터 200억 원 규모의 시리즈 B 투자를 마무리하여, 누적 350억 원의 투자 금액을 유치했습니다. 최근엔 포브스 아시아 ‘100대 유망 기업’으로도 선정되며 시장 가치를 인정받았습니다.

1인 사업자부터 대형 프랜차이즈까지, 그리고 업종에 상관 없이 업계 최다 매장에 도입되며 매우 빠른 속도로 성장하고 있습니다. 고객의 매장 운영 여정에 깊이 침투하여 그들이 가지고 있는 고민을 해결하고, 가맹점과 함께 성장하는 서비스를 만듭니다.

고객의 매장 경영과 소비자의 방문 경험, 그리고 매장을 위한 기술을 치열하게 고민하고 있습니다. 페이히어만의 방식으로 매장의 새로운 미래를 그리며, 고객이 사랑하는 서비스를 만드는 여정에 함께할 멋진 동료를 기다립니다.

[오퍼레이션 팀을 소개합니다.]
• 페이히어 서비스 판매 이후 입출고 및 설치, CS와 A/S까지 운영 전 과정에 대한 효율적이고 체계적인 관리를 제공합니다.
• Logistic - Part는 오퍼레이션 팀의 하위 조직으로서 페이히어 서비스 판매를 위한 물류 전체를 관리하며, 비즈니스 의사 결정에 필요한 다양한 물류 데이터를 제공합니다.


[사용 툴]
• Slack으로 동료들과 커뮤니케이션합니다.
• Notion으로 문서와 사내 정보를 정리합니다.
• 채널톡을 통해 고객과 소통합니다.


[채용 절차]
서류 전형 ＞ 1차 직무 인터뷰 ＞ 2차 컬처 핏 인터뷰 ＞ 최종 합류
- 서류 전형: 자유 형식의 이력서 및 포트폴리오를 제출해주세요.
- 1차 직무 인터뷰에서 제출하신 과제에 대하여 대화를 나누는 시간이 있습니다.
- 2차 컬처 핏 인터뷰에서 지원자 분과 페이히어의 컬쳐 fit을 알아가는 시간이 있습니다.

[지원 시 참고사항]
• 채용 프로세스 전 과정에서 제출한 서류에 허위 기재 사실이 발견될 경우, 채용 확정 이후에도 채용이 취소될 수 있습니다. 
• 정규직 채용의 경우, 3개월의 sync-up 기간이 있습니다. (sync-up 기간 중 처우와 복지는 모두 동일합니다.)
• 각 전형별 결과는 7일 이내 개별적으로 안내 드립니다."|페이히어|https://www.wanted.co.kr/wd/194284|https://static.wanted.co.kr/images/company/16017/gzri4ayobstpcu4d__1080_790.png|"[페이히어 근무 환경]
• 오전 8시~11시 사이에 자율적으로 출퇴근합니다.
• 본인의 업무 일정을 유연하게 관리합니다.
• 별도의 승인 절차가 없는 자율 휴가제를 운영하고 있습니다.
• 새로운 성장을 위해 재정비할 수 있도록, 연말엔 모든 직원들이 refresh 휴가를 가집니다.
• 데일리 미팅, 스프린트 및 회고, 타운홀 미팅 등을 주기적으로 진행합니다.
• 업무에 필요한 최고급 장비를 제공합니다.
• 커피, 제로콜라, 각종 음료, 과일, 스낵 등 다양한 간식을 무제한으로 제공합니다.
• 페이히어 가맹점 방문 시, 지원금을 드립니다.
• 점심 식사비를 지원합니다. 혹시나 밤늦게까지 일하게 되시면 저녁 식사비를 지원합니다.
• 매년 130만원 상당의 종합 건강 검진을 지원합니다.
• 생일을 맞으신 분께 소정의 상품권을 드립니다.

[페이히어와 함께하는 성장]
• 자기 계발 및 성장에 필요한 비용(도서, 세미나, 교육 등)을 지원해드립니다.
• 회사 뿐만 아니라 개인도 성장할 수 있는, 주도적인 업무 환경과 성장 기회를 제공합니다."||[200억↑투자] 물류 오퍼레이션 매니저|"• 문서 작성 툴(Excel, 구글 시트, Notion 등) 활용에 어려움이 없으시면 더욱 좋습니다.
• 스타트업 근무 경험이 있으시면 더욱 좋습니다.
• 데이터를 가지고 논리적인 의사소통을 하실 수 있는 분이면 더욱 좋습니다.
• 학습 능력이 높고 성과 베이스로 본인 업무를 주도하실 수 있는 분이면 더욱 좋습니다."|"• 페이히어의 단/장기 임대 제품에 대한 입출고 및 교환/반품 관련 전 과정에 대한 업무를 수행합니다.
• 단/장기 임대 관련 유관 부서와 협업하며 운영 최적화를 위한 전략을 고민하고 수행합니다.
• ERP(더존 아마란스)및 창고관리시스템(WMS, 이지 어드민)을 사용하여 내외부 데이터를 관리합니다.
• 해당 업무 관련 기간 별 마감 및 정산, 비용 리포트를 작성 및 보고를 진행합니다."|서울특별시 강남구 강남대로 374, 16층|https://static.wanted.co.kr/images/wdes/0_4.b63c1cf0.jpg|532|"• 유관 부서와 적극적으로 소통하고 지속적으로 개선안과 해결책을 만드실 수 있는 분을 찾습니다.
• 물류 운영 관련 경험이 있으시거나, 물류 프로세스에 대한 높은 이해도가 있으신 분을 찾습니다.
• 엑셀 및 구글 스프레드 시트 등을 활용한 데이터 정리 및 분석이 가능하신 분을 찾습니다."|194284
"킥더허들은 건강기능식품 브랜드인 PHYTOTICS를 기반으로 사업을 운영하고 있으며, 더 나아가 온라인 개인 맞춤형 영양제 처방 서비스인 핏타민을 제공하고 있습니다.
2022년 연 매출 300억 이상을 달성하고 있으며 , 최근 신세경님을 광고모델로 지속적인 홍보와 서비스 확대를 통해 성장하고 있는 기업입니다.
또한 에이전트 H와 덱스 등 전문 크리에이터와 함께 하는 킥더허들 스튜디오를 운영하고 있습니다.
금번 킥더허들 태백 DNAI지점에서 근무할 물 스탭을 채용하고 있습니다.
많은 관심과 지원 부탁드리겠습니다."|킥더허들|https://www.wanted.co.kr/wd/194271|https://static.wanted.co.kr/images/company/36191/nafrgmn3zdo25eug__1080_790.jpg|"• 자사제품 할인
• 도서구매지원
• 생일자 반차
• 사내 간식바
• 자율 복장
• 경조사 지원제도"|2023-12-31|[태백] 핏타민 물류스탭||"• 작업준비 및 진열, 택배 포장 (우선업무)
• 업무 관련 커뮤니케이션 및 문제 해결 (우선업무)
• 입출고 및 재고, 창고 관리
• ATC 소분기계 운용 및 간단 정비"|태백시 황지동 번영로 360, 2층 |https://static.wanted.co.kr/images/wdes/0_4.16c0cbc4.png|532|"• 물류센터 또는 생산라인 관리 경력
• 컴퓨터 활용 능력 우수자
• 남성은 군필자 혹은 면제자
• 2023년 12월부터 근무 가능자"|194271
"o 샘표는 열정이 있습니다.
 - 맡은 일에 몰두하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 겸손합니다.
 - 타인의 의견을 존중하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 사심이 없습니다.
 - 가장 좋은 방향으로 합리적인 판단을 하려는 분들과 함께하고 싶습니다.

■ 전형절차
1. 서류지원 
2. 인적성검사
3. 1차면접
4. 2차면접"|샘표식품|https://www.wanted.co.kr/wd/194195|https://static.wanted.co.kr/images/company/14315/zgwxqut0r5apm56p__1080_790.jpg|"o 사유없는 연차 사용(연차, 반차, 반반차)
o 휴가 나누기 제도
o 탄력적 근무제도 운영
o 장기근속자 부부동반여행
o 정년퇴직 후 재고용 및 공로금
o 연구소/공장 통근버스 운영
o 복지포인트
o 무료 조식/중식/석식 제공
o 생일 케이크 지원
o 자회사제품 할인
o 배우자 상해보험
o 도서구입비
o 임직원 자녀 학자금 지원
o 팀빌딩/펀데이/워크샵 진행 등
o 사내 우리맛클래스
o 옴부즈만 제도
o 우리생각 나눔회
o 우수사원 해외연수"||물류센터 운영관리|"• ERP, WMS 운영 경험이 있는 분
• 재고 운영 계획 수립에 대한 경험이 있는 분
• 물류 관련 자격증을 보유한 분
• 지속적인 도전을 통해서 발전하고 성장하길 원하는 분
• 이천 인근에 거주하는 분 또는 출퇴근이 가능한 분"|"• OEM 상품 입고 계획 수립
• 물류협력업체 운영 관리
• 보관 품목 품질 이슈 대응
• 안전재고 운영관리
• 물류 비용 마감 업무"|이천시 호법면 이섭대천로 58, 샘표 이천공장|https://static.wanted.co.kr/images/wdes/0_4.e5d2b743.jpg|532|"• 물류 관련 경력을 보유한 분
• 데이터 분석 및 MS Office 활용 역량을 가진 분(Excel 등)
• WMS, 엑셀 등의 TOOL을 활용하여 빠르고 정확하게 일을 처리할 수 있는 분"|194195
"o 샘표는 열정이 있습니다.
 - 맡은 일에 몰두하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 겸손합니다.
 - 타인의 의견을 존중하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 사심이 없습니다.
 - 가장 좋은 방향으로 합리적인 판단을 하려는 분들과 함께하고 싶습니다.

■ 전형절차
서류지원 ＞  인적성검사 ＞  실무면접 ＞ 임원면접 ＞ 최종합격"|샘표식품|https://www.wanted.co.kr/wd/194193|https://static.wanted.co.kr/images/company/14315/zgwxqut0r5apm56p__1080_790.jpg|"o 사유없는 연차 사용(연차, 반차, 반반차)
o 휴가 나누기 제도
o 탄력적 근무제도 운영
o 장기근속자 부부동반여행
o 정년퇴직 후 재고용 및 공로금
o 연구소/공장 통근버스 운영
o 복지포인트
o 무료 조식/중식/석식 제공
o 생일 케이크 지원
o 자회사제품 할인
o 배우자 상해보험
o 도서구입비
o 임직원 자녀 학자금 지원
o 팀빌딩/펀데이/워크샵 진행 등
o 사내 우리맛클래스
o 옴부즈만 제도
o 우리생각 나눔회
o 우수사원 해외연수"||S&OP 프로세스 유지|"ㆍ산업 공학, 물류 관련 학과 전공하신 분
ㆍCPIM 등 관련 자격증 및 업무 경험이 있는 분"|"ㆍ재고 모니터링 및 재고 건전성 관리
ㆍ계획 대비 실행 분석
ㆍ공급 과부족 이슈 관리
ㆍ수요 데이터 분석
ㆍ발주 관리"|서울 중구 충무로 2|https://static.wanted.co.kr/images/wdes/0_4.e5d2b743.jpg|532|"ㆍ관련 업무 경력이 2년 이상인 분
ㆍ학사 졸업인 분
ㆍMS Office(Excel, Word, Powerpoint) 중급 이상 사용가능한 분
ㆍ인내심이 강하고 협업을 잘하며 데이터 분석을 좋아하는 분"|194193
"1994년 설립 이래 국내 와인 문화와 함께 길을 걸어온 Cave de Vin은 최고 품질의 와인과 최상의 서비스에 대한 신념을 지켜온 와인 전문 수입사 입니다. 오직 와인만 생각하는 까브드뱅의 포트폴리오는 프리미엄 와인부터 편하게 즐기실 수 있는 데일리 와인까지 각 카테고리에서 세계가 인정하는 최고 품질의 와인으로 이루어져 있습니다. 

캘리포니아 와인의 역사를 바꾼 '파리의 심판(Paris Judgement)' 기념 시음회 1위에 빛나는 Ridge Monte Bello를 비롯하여, Leroy, Barone Ricasoli, Charles Heidsieck등에 이르기까지 까브드뱅은 국내외 전문가들과 애호가들이 각국 산지의 대표적인 와인이라고 평가하는 브랜드를 소개하고 있습니다. 

과거의 영광이나 한 순간의 화려함에 집중하는 와인이 아닌 전통에 대한 존경과 현대적 진화에 동시에 집중하는 와인을 대표하고자 합니다. 지난 20년 동안 국내 와인 문화 그 자체가 되었던 까브드뱅은 이제 동시대의 와인 업계와 함께 새로운 문화를 만들어내고자 합니다."|까브드뱅(Cave de Vin)|https://www.wanted.co.kr/wd/194045|https://static.wanted.co.kr/images/company/2073/6890_2_0.__1080_790.jpg|"• 4대보험
• 명절 선물 지원
• 각종 경조사 지원
• 교육비 지원 및 자기 개발비 지원
• 장기 근속자 포상"||무역담당자|"• 주류 무역 담당 경험자
• 관세법인 근무 유경험자 우대
• 식품검역 유경험자"|"• 해외 코레스 및 발주
• 식품검역 및 통관업무"|서울 영등포구 여의나루로 71, 809호 (동화빌딩)|https://static.wanted.co.kr/images/wdes/0_4.875aa162.jpg|532|"• 영어 fluent 필수(업무상 대화 가능한 자)
• 무역업무 유경험자"|194045
"핏펫은 반려동물 의료, 유통, 서비스, 보험부터 쇼핑몰까지 반려동물에 관한 모든 분야에 혁신적 솔루션을 제공하는 '펫 라이프케어 플랫폼'입니다. 사내 연구소에서 자체 제작한 반려동물 헬스키트 '어헤드'를 시작으로 핏펫몰과 병원 예약 서비스를 론칭 하였고 동물 등록, 미용 예약 서비스까지 추가 론칭하며 반려동물 업계 유일의 'All-around' 서비스로 확장해 나가고 있습니다.

2021년 7월 ""예비유니콘""선정, 누적 투자 금액 900억원, 매년 100% 이상의 인적 확장으로 빠르게 성장하고 있으며, 핏펫과 함께 최고의 결과를 만들어 낼 예비 핏펫터즈 여러분의 많은 지원을 기다립니다.


[ 채용 절차 ]
• 서류 접수 ＞ 1차 직무 인터뷰 ＞ 2차 컬처핏 인터뷰 ＞ 처우협의 ＞ 최종합격
• 필수 제출 서류 : 자유 양식의 이력서 또는 경력기술서 (PDF 형식 권장)
• 지원하는 포지션에 따라 레퍼런스 체크, 과제 또는 코딩 테스트 전형이 추가될 수 있습니다.
• 리더 포지션의 경우 추가 면접이 진행될 수 있습니다.

[ 지원 전 확인 사항 ]
• 본 포지션은 수시채용으로 채용 완료 시 마감될 수 있습니다.
• 핏펫은 3개월의 수습 기간이 있으며, 수습 기간 동안 급여는 100% 지급됩니다.
• 지원서 및 제출하신 서류에 허위 사실이 확인될 경우 입사가 취소될 수 있습니다.
• 서류 지원 시 출신 지역, 신체 정보, 가족 사항, 연봉 정보 등 직무와 관계없는 개인 정보는 제외 후 지원 바랍니다."|핏펫(Fitpet)|https://www.wanted.co.kr/wd/193568|https://static.wanted.co.kr/images/company/1877/dgsc9mlw0yq3vu4d__1080_790.jpg|"• 매월 첫 번째 금요일은 핏펫터즈 쉬는 날 (놀금제도)로 운영합니다.
• 유연근무제 (오전 9시 ~ 11시)를 운영합니다.
• 반반차 운영 및 졸업, 이사 휴가를 지원합니다.
• 최고 업무 환경을 제공합니다. (허먼밀러 의자 등)
• 식사는 든든하게, 매일 다섯 가지의 다양한 중식 서비스를 제공합니다.
• 무제한 간식, 음료를 제공합니다.
• 경조사를 지원합니다. (경조휴가, 경조금, 경조물품 등)
• 출장, 외근, 야근 시 교통비를 지원합니다.
• 카쉐어링 서비스 직원 할인가에 제공합니다.
• 일정 비용 한도 내 도서구입 및 자기개발비를 지원합니다.
• 편안하게 쉴 수 있는 휴식 공간 제공합니다. (안마의자 등)
• 핏펫터즈 생일 축하 선물을 제공합니다.
• 핏펫터즈의 건강한 일상을 위해 매년 건강검진을 지원합니다.
• 핏펫터즈 전용 반려동물 유치원을 운영합니다.
• 반려가족 입양 지원 및 반려동물 장례비용을 지원합니다.
• 동물병원 진료비 할인 지원 및 핏펫몰 제품 할인을 제공합니다."||[200억↑투자] 물류인프라팀 물류담당자|"• WMS/ERP 구축 경험을 보유하신 분
• 30인 이상의 인력을 운영해보신 분
• 스타트업 혹은 B2C 업종에서 업무 경험이 있으신 분"|"•  핏펫의 물류 기획 업무를 수행합니다.
•  물류 운영 공정별 역할 부여, 인원 배분 및 생산성을 측정합니다.
•  KPI 지표(Capacity, 생산성, 재고일치율 등) 관리하고 개선점을 도출합니다.
•  도급사와의 원활한 소통을 통해 PI를 실행합니다.
•  새로운 물류 서비스 런칭을 주도합니다."|화성시 정남산단로9|https://static.wanted.co.kr/images/wdes/0_4.be5f31e8.png|532|"• 3년 이상의 경력을 보유하신 분
• 물류 운영 과정을 이해하시는 분
• 센터 이전이나 재고관리 경험을 보유하신 분
• MS office 사용이 능숙하신 분
• CMS/OMS/WMS 사용 및 흐름을 이해하시는 분
• 경기 화성시에서 근무 가능하신 분"|193568
"씨엠아이파트너스(CMI Partners)는 ‘부모로서의 나'와 ‘직장에서의 나’가 온전히 양립할 수 있는 사회를 만들고 있어요.

[Product - 무무즈]
아이를 둔 엄마, 아빠들의 육아 난이도를 낮춰주는 키즈&패밀리 라이프스타일 이커머스 플랫폼 “무무즈(Moomooz)”를 만들고 있어요. 

[Culture - 다양한 근무 형태]
아이가 있는 엄마와 아빠들이 육아와 일을 병행할 수 있도록 육아 환경에 맞는 근무형태(육아 시간에 따른 근무시간 조정, 원격 근무 등), 그리고 직장에서 아이와 함께 할 수 있는 긴급 보육 서포트 공간(써니사이드)을 운영하고 있어요.
 

무무즈는 2020년 2월 출시 이후, 꾸준한 성장을 거듭하여 현재 1천여개의 디자이너 브랜드가 입점해 있어요.
누적 거래액 1천억원, 누적 주문수 100만 건(올 10월 기준)을 넘겼고, 2022년 초 시리즈 B 투자를 통해 누적 투자 유치금 292억원을 달성했어요.

육아 중 절반이 넘는 시간이 쇼핑에 쓰인다고 해요. 정확하지 않은 정보가 많아, 어떤 것이 나에게 필요한 정보인지 확인하는 데에도 오랜 시간과 노력을 들여요.
우리는 커머스 자체가 솔루션이 되어야 한다고 생각해요. 검색부터 결정까지, 육아로 힘든 엄마 아빠의 시간과 노력을 절약해줄 수 있는 솔루션 플랫폼으로 자리잡는 무무즈가 되기 위해 좋은 분들을 동료로 모시고자 합니다.

[읽어보시면 좋을 CEO 은주님 인터뷰 : https://zdnet.co.kr/view/?no=20221207165143]"|씨엠아이파트너스(무무즈)|https://www.wanted.co.kr/wd/193464|https://static.wanted.co.kr/images/company/11822/tng9mtbjvsethqfw__1080_790.jpg|"• 성장지원금 지원 : 본인의 성장을 위한 도서 구입 및 직무 교육에 사용한 금액을 회사에서 지원해요.
• 업무교육비용 지원 : 업무적으로 필요한 교육은 100% 회사에서 지원해요.
• 인재 추천비 : 추천하신 동료가 합류하시면 인재 추천비 100만원을 드려요.
• 스낵바 운영 : 일 하시다 출출 하시지 않도록 간단한 간식이 넉넉하게 마련되어 있어요.
• 주차 지원 : 차를 이용한 출근이 필요한 경우, 그 날 주차를 지원해요.
• 건강검진비용 지원 : 국가건강검진 시 회사에서 추가 비용을 지원해요.
• 무무즈 상품 할인 : 저희가 운영하는 ""키즈 & 패밀리 라이프스타일 편집샵 무무즈"" 할인 쿠폰을  제공해요!
• 리프레쉬휴가 : 오래오래 함께 하신 구성원들에게 휴가를 지원해요.
• 출산 축하금 : 아이의 탄생을 축하하며, 출산 축하금 현금 100만원과 무무즈 예치금 100만원을 지원해요.
• 자율 출근 / 점심시간 : 자율성에 따라 업무 시간을 스스로 관리해요. (8~10시 자율 출근 / 자율 점심시간)
• 자유로운 연차 : 연차는 원하는 날짜와 시간에 자유롭게 사용해요. (시간 단위 연차 사용도 OK)
• 우리 아이가 우선 : 우리 아이를 돌봐야 하는 상황이 생길 경우, 바로 재택 근무로 전환해서 업무해요.
• 써니사이드(무무즈 보육 서포트 공간) : 아이와 함께 출근하실 경우, 업무에만 집중하실 수 있도록, 오피스 내 아이 보육공간이 마련되어 있어요.
• 미사용 연차 수당 : 남은 연차는 미사용 연차 수당으로 돌려드려요.
• 비포괄임금제 : 추가로 근무하신 부분은 휴가로 돌려드려요. (초과 근로 시 1.5배 휴가 지급)
• 최고급 업무 장비 : 직군에 맞는 장비를 지원해요 (맥북 프로 / 그램 등)
• 반려동물과 함께: 사무실에 반려동물과 함께 출근할 수 있어요."||[200억↑투자] 물류 운영 매니저|"• 이커머스 물류센터 등에서 아르바이트 등으로 근무하신 경험이 있으신 분
• 당사 주요 상품인 의류에 관심이 있으신 분

[CMIP에서 사용중인 협업 Tool]

- 슬랙
- 구글 워크스페이스
- 플렉스
- 노션
- 셀메이트"|"• 매입/자체 상품 입, 출고 운영
• 재고 관리
• 상품 피킹 / 패킹
• 온라인 배송 및 전산 관리"|서울 중구 퇴계로6길 3-28, OMC 빌딩 4층|https://static.wanted.co.kr/images/wdes/0_4.4599ee9e.png|532|"• 물류 운영 및 프로세스 개선에 관심이 많으신 분
• 주도적으로 업무를 진행하고 문제를 해결하실 수 있는 분
• 아르바이트 인력 관리 등 커뮤니케이션 역량이 좋으신 분"|193464
"폭발적인 성장과 나의 커리어 대확장!  판다인과 함께해요

2016년 블루투스 마이크 국내 최초 런칭으로 시작하여 미니 빔프로젝터, 그리고 최근에는 로봇청소기까지 제품군을 확장 했어요.

음향가전 브랜드SOUND PANDA와 소형가전 브랜드 PANDASIA, 로봇청소기 브랜드 THE CLUR를 운영하고 있어요. 

계속해서 고객님들이 진정으로 원하시는 제품  먼저 기획하고 런칭하여 시장에 선보이는 것을 최우선으로 하고 있어요.

2025년, 매출 1000억 달성이라는 목표를  가지고 현재 전 사원분들과 함께 도전하고 있어요.

최고의 동료들과 함께 성장하며 성과를 내고 싶다면, 깊게 몰입하고 높은 성취감을 느끼고 싶다면, 어서오세요. 환영합니다!"|판다인|https://www.wanted.co.kr/wd/193141|https://static.wanted.co.kr/images/company/2632/wqivvvkxhfnnvwez__1080_790.jpg|"• 주도적인 업무 가능
• 업무 관련 교육비 전액 지원"|2023-12-22|구매 및 외주관리|"• 협상 / 제안 등을 즐겨하시는 분
• 소신과 주관을 가지고 문제를 해결할 수 있는 분
• 목표 의식과 달성하려는 의지가 강하신 분
• KC 인증 관리 경험이 있으신 분"|"1) 협력 업체 관리 (65%)
•  OEM / ODM 프로젝트 리딩
• 고객사 & 제조사 협상 커뮤니케이션 (가격 및 납품 조건 등 협의)

2) 구매 관리 (30%)
• 원가 관리
• 재고 관리

3) 수출입 (5%)
• 수출입 통관
• 포워딩 업체 커뮤니케이션"|금천구 가산디지털1로 181 1709호 (가산동, 가산W센터)|https://static.wanted.co.kr/images/wdes/0_4.8b8d661d.jpg|532|"• 학력 : 학력무관
• 경력 : 2 ~ 10년
• 중국어 or 영어 회화 및 독해 가능하신 분 (유선, 메신저, 메일)

[근무 조건]
• 고용 형태 : 정규직(수습 3개월)
• 근무 지역 : 서울 금천구
• 근무 요일/시간 : 주5일(월~금) | 08:30 ~ 17:30

[전형절차]
• 서류전형 ＞ 온라인 인터뷰(컬쳐+판다핏) ＞ 대면 인터뷰(실무+판다핏) ＞ 최종합류 결정
• 면접일정은 추후 통보됩니다"|193141
"쇼핑몰 간단한 관리/배송/발주 업무입니다.
재택근무 가능하시고 업무가 어렵지 않습니다.
성실하시고 꼼꼼하신분 업무시간도 길지 않기 때문에 근무환경이 좋습니다."|해피밸리|https://www.wanted.co.kr/wd/193136|https://static.wanted.co.kr/images/company/46616/xdq7ugipexwxs2st__1080_790.jpg|"• 임직원 할인 및 복지포인트
• 각종 휴가 및 선물지급"|2023-12-28|쇼핑몰 관리 및 배송/발주 담당자 (재택근무가능)|"쇼핑몰 배송 관리 경력 우대
동종업계 우대
엑셀 능력자 우대"|"• 대형쇼핑몰 물류창고로 발주/상품관리/배송관리
•"|경기도 광주시 오포읍 문형산길 57-3|https://static.wanted.co.kr/images/wdes/0_4.516505ea.jpg|532|"꼼꼼하고 성실하신분
상품명 갯수 배송지 착오만 없으면 됩니다."|193136
"• SSTREE 물류 관리 및 A/S 담당자 공개 채용
• 스펙이 아닌 마인드를 봅니다!

SSTREE는 빠르게 변화하는 피부 시장의 흐름에 따라 약학 전문가와 함께 바쿠나(VACUNAR)라는 에스테틱 화장품 브랜드를 런칭해 빠르게 에스테틱 업계에서 확장되고 있는 중소기업입니다.

서울시 강남에 본사, 화성시 동탄에 연구소가 위치하고 있으며, 현재 페이스 관리 업계에서는 전체 2위를 달성하고 있습니다.

이를 바탕으로 일본, 인도네시아, 태국 등에 수출 계약이 진행되고 있어 지속적인 성장 추이로 앞으로가 더욱 기대되는 기업 SSTREE에서 함께 성장할 창의적이고 개성 있는 인재를 모십니다."|에스에스트리|https://www.wanted.co.kr/wd/193010|https://static.wanted.co.kr/images/company/42933/vgpgwzqtp5pnopfi__1080_790.jpg|"• 4대보험, 퇴직금 보장
• 카페테리아/간식지원
• 자유로운 연차사용
• 최적의 업무 공간
• 청년 소득세 감면 지원
• 임직원 제품 할인
• 업무 관련 비용 지원
• 여름/경조/결혼휴가 제공
• 생일/명절 선물 제공"|2024-01-30|물류관리 및 A/S담당자|"• 유사 업무 경험자(인턴/알바)
• 즉시 출근 가능자
• 운전 가능자
• 전산업무 가능자"|"• 물류입출고 및 창고 관리
• 제품 택배포장 및 배송 등 물류관리
• 제품 불량, 파손으로 인한 수리 및 A/S 케어
• 제품 문의사항 관련 고객응대"|화성시 동탄첨단산업1로 14 K밸리 812호|https://static.wanted.co.kr/images/wdes/0_4.4f8ba62a.png|532|"• 경력/학력/연령무관
• 전산업무 가능자
• 긍정적인 사고를 지니신 분
• 높은 업무효율을 위해 끊임없이 새로운 방안과 대책을 고민할 분
• 분석적인 사고 능력을 가진분"|193010
