GROUP_INTRO|COMPANY|JOB_POSTING_URL|TITLE_IMG|BENEFITS|RECRUIT_DEADLINE|TITLE|PREFERENTIAL|MAINDUTIES|WORKING_AREA|LOGO_IMG|JOB_GROUP|QUALIFICATION|ID
"알고케어는 AI 기반의 맞춤 건강관리 스타트업입니다. 우리는 일도 삶도 성공적으로 살아가기 위해 노력하는 '라이프 프로페셔널'이 최소의 시간과 에너지로 건강을 관리할 수 있게 돕습니다. 완전히 새로운 사용자 경험으로 헬스케어 시장의 판을 혁신합니다.

알고케어는 누구보다 빠르게 성장하고 있습니다. 의약학/SW/HW/HCI/건기식 등 각 산업 분야 전문가들이 모인 최고의 팀에서 성과를 함께 만들어갈 동료를 찾습니다.

- 런칭 4개월 만에 ARR(연간 반복 매출) 10억원 돌파 (23.03.20. 런칭)
- 누적 영양조합 20만 회 이용 돌파
- 누적 투자유치 및 자금 조달 50억 원 이상"|알고케어|https://www.wanted.co.kr/wd/194164|https://static.wanted.co.kr/images/company/13577/cwfhslppd2jka5ex__1080_790.jpg|"[ 알고케어 LABS 리드의 한 마디 ] - 정현재 프로

 한두번 쓰이고 잊혀지는 서비스가 아닌 꾸준히 사용하고 실제로 도움이 되는 헬스케어 서비스를 만들고 있다는 점이 알고케어에서 일하는 가장 큰 장점이라고 생각합니다.
이중 랩스는 전문지식과 근거에 기반하여 솔루션을 연구, 개발하는 조직으로 열정이 넘치고 뛰어난 동료들이 모여있는 조직입니다.
헬스케어 인사이트를 활용하여 보다 큰 임팩트를 내는 서비스를 만들고자 하는 많은 분들과 함께 일을 할 수 있으면 좋겠습니다!

[ 복리후생 ]

 - 알고케어 영양관리 서비스 무제한 무료 이용 (연 120만원 상당)
 - 알고케어 영양제 50% 할인 구매 가능
 - 유연근무 (8시~10시 자율 출근)
 - 자율 원격/재택근무
 - 1시간 단위 시차휴가 (사유 불문)
 - 점심 식대 지원 (법인카드 지급/10,000원)
 - 야근 시 저녁 식대 지원
 - 건강검진 지원 (90만원 상당)
 - 1인당 성장지원금 연 50만원 지원 (강의/세미나 등)
 - 도서구매비 지원
 - 각 분야 최고 전문가 동료
 - 협업/성장/회고 문화
 - 자율적이고 능동적인 업무 환경
 - 구성원 생일 축하 휴가 및 선물 증정
 - 입사 1/3/5주년 휴가 및 선물 증정
 - 경조사 및 명절 선물

[ 수상실적 ]

 - CES 2021 Innovation Awards(혁신상) 수상 - Food & AgTech 부문
 - CES 2022 Innovation Awards(혁신상) 수상 - Smart home, Home appliances 부문
 - CES 2023 Innovation Awards(혁신상) 수상 - Smart Home 부문
 - CES 2024 Innovation Awards(혁신상) 수상 -  부문
 - iF DESIGN AWARD FINAL LIST 선정
 - 2022년 Pre-A 투자 44억 원 유치 (SAFE 투자)
 - 중소벤처기업부 아기유니콘 기업 선정
 - IDA Society-Designs for Social Impact Bronze 수상, 이외 4개 부문 입상
 - GD(Good Design Awards) 수상
 - 삼성 C-Lab 아웃사이드 4기 스타트업 선정
 - 신용보증기금 퍼스트펭귄 스타트업 선정
 - 신용보증기금 NEST 스타트업 선정
 - 은행권청년창업재단 D.CAMP D-day 우승 (1등상)
 - 중소벤처기업부 주관 기술융합 글로벌 진출 소셜벤처 데모데이 대상 (1등상)
 - KT DIGICO 공모전 S밸리상 (1등상)
 - 보건복지부&건강보험공단&심사평가원 보건의료빅데이터 창업경진대회 우수상 (2등상)
 - 서울특별시 스테이지유레카 우수상 (2등상)

[ 보도자료 및 인터뷰 ]

알고케어 SERICEO 인터뷰 (https://www.youtube.com/watch?v=NgTflXnTcDc&feature=emb_imp_woyt)
알고케어 디캠프 인터뷰 (https://www.youtube.com/watch?v=Vqn3Ge09B-4)
[CES 2022] ""AI가 조합한 영양제로 건강 챙기세요""…알고케어, 실시간 개인 맞춤 영양관리 솔루션 선봬 (http://www.aitimes.com/news/articleView.html?idxno=142339)
[김홍일의 혁신우혁신] 내 건강 챙기는 영양제, 왜 아무렇게나 먹나요 (https://n.news.naver.com/mnews/article/243/0000020216?sid=105)
[더오래]창업 1년 만에 CES 혁신상 받은 한국 스타트업 (https://www.mk.co.kr/news/it/view/2021/01/89538/)"||헬스케어 리서치 엔지니어|"• 의학, 약학 및 보건의료 등 관련 전공자 우대
• 헬스케어 산업, 특히 의약학 정보 업무 경험 우대 (종합병원 정보파트, 제약회사 학술팀 등)
• 높은 책임감으로 제품 품질에 타협하지 않는 분 우대"|"헬스케어 리서치 엔지니어는 ‘알고케어 LABS(이하 랩스)’ 파트에 소속되어 근무합니다. 랩스는 알고리즘 및 건강기능식품 연구개발 업무를 담당하는 핵심부서로서, 현직 약사나 영양학 전공자, R&D 연구원 등으로 이루어져 있습니다. SW/HW비즈니스 등 다양한 파트 전문가들과 함께 협력하며 전문성을 발휘합니다.

• 맞춤 영양, 정밀 영양 최신 연구 리서치 및 스터디
• 알고케어가 보유한 맞춤 영양 알고리즘 DB 관리 및 신규 구축 (IT 이해도가 부족하더라도 알고리즘과 DB 접근/이용법에 대해 가르쳐드립니다. 알고리즘 담당 팀원과 함께 헬스케어 콘텐츠들을 분류하고 저장/관리합니다.)
• 서비스(모바일 앱 등) 내 유저에게 전달하는 헬스케어 콘텐츠/텍스트 기획 및 작성 (Ex. ""지용성인 오메가3, 비타민D, 비타민E는 지방 성분이 포함된 식사와 함께 섭취할 때 흡수율이 높아집니다."")
• 비즈니스에 필요한 업무 지원 (Ex. 건강 데이터 분석, 영양제 개발 및 생산, 의약학 관련 건강 상담 등)"|서울특별시 중구 마른내로 47, 6층|https://static.wanted.co.kr/images/wdes/0_4.00496f07.png|515|"• 약사 혹은 직장생활 경력 3년 내외
• 생명과학 관련 전공 필수 자격
• 영어 논문을 능숙하게 읽고 해석할 수 있는 역량"|194164
"티움바이오 : Hope & Happiness “희귀질환 치료제 개발을 통한 인류의 행복”

희귀질환 치료제 개발을 통해 세계적으로 인정받는 혁신신약 연구개발기업이 되고자 하는 티움바이오  에서 동반 성장할 역량 있는 인재를 모집하고 있습니다. 

티움바이오는 SK 케미컬 신약 연구소에서 혁신 신약을 연구개발하여 글로벌 기술이전 및 국내 최초 미국 FDA/유럽 EMA 시판허가를 받아 실제 신약을 성공시켜본 경험을 가진 연구원들이 2016년 12월 독립하여 설립한 회사입니다. 최고의 연구진을 중심으로 창립 후 3년이라는 짧은 기간 안에 세 차례의 투자 유치, 두 차례의 기술이전, 코스닥 상장 등 가시적인 성과를 이루었고 2020년 7월 보스톤에 항체 전문 INITIUM THERAPEUTICS를 설립하였습니다. 또한 2022년 8월 자궁내막증 치료물질 TU2670에 대해 약 2,300억원 규모의 기술수출 계약을 체결했고 2022년 중 면역항암제 TU2218에 대한 글로벌 제약사 MSD 및 베이진과의 병용임상 계약 체결 및 국가신약개발사업 선정의 쾌거를 이루었습니다. 국내외의 탁월한 연구 인력들이 조인하여 면역 항암제, 혈우병 치료제, 자궁내막증, NASH, IPH 치료제 등 새로운 혁신신약의 성공을 위한 도약을 이어가고 있습니다. 입사 후 합성신약과 바이오신약의 DISCOVERY부터 임상까지의 체계적 신약 개발 프로세스를 경험할 수 있으며 회사의 성장과 함께 꿈을 이루실 수 있습니다. 

티움바이오는 혁신신약 개발을 통한 개인의 성장과 인류의 건강을 증진시키고자 하는 열정 있는 인재를 찾고 있습니다. 진취적이고 능동적인 인재들에게 능력과 성과에 맞는 합리적 보상을 제공하며 함께 꿈을 이루고자 하오니 많은 지원 바랍니다."|티움바이오|https://www.wanted.co.kr/wd/194025|https://static.wanted.co.kr/images/company/20714/tinwzp620wamgpgc__1080_790.jpg|"[근무환경]

보수 : 연봉제(개별 협의), 성과급, 스톡옵션, 마일스톤 보상
복리후생 : 중식 지원, 주택자금지원 (연간 75~150만원), 건강검진, 하계휴가 및 휴가비, 외국어교육비 지원제도, 장기근속 포상 및 휴가, 명절/각종 경조사 지원, 청년내일 채움공제, 직무교육, 단체상해보험, 생일 선물, 동호회 지원 등 (복리후생지급예규에 따라 시행 됨)



[근무지] 

경기도 성남시 수정구 창업로 40번길 30 6층 ,  유연근무제(시차출퇴근제) 및 재택(일부 직무에 한하여) 시행중"|2023-12-22|임상팀 임상PM|"- CRA  경력 (5년 이상)
- 제약/ 바이오기업/CRO PM 경력 3년 이상
- 글로벌 임상 (US, EU)  유경험자 
- 스폰서회사 PM경력자"|"- 임상 (국내/해외) 기획, 운영 및 관리
- Project set-up/management
- Clinical development/strategy 수립
- Budget/timeline 관리 (overall)
- CRO oversight/Sponsor communication
- Protocol, CSR, 기타 임상시험 문서 작성 및 검토, 관리"|경기도 성남시 수정구 창업로 40번길 30, 6층 ( 시흥동, 판교아이티센터)|https://static.wanted.co.kr/images/wdes/0_4.8c62efab.jpg|515|"- 간호, 임상, 생명과학 등 관련 전공 학사 이상
- 영어 Communication skill (written &verbal) 보유 필수"|194025
엑셀세라퓨틱스는 국내 유일의 세포 배양을 위한 무혈청, 화학조성 배지 개발 연구 및 제조 전문 기업입니다. 주력제품인 줄기세포 배양 배지 'CellCor CD MSC'를 시작으로 각질형성세포, 모낭세포, 동결보존배지 등으로 파이프라인을 확장하고 있습니다.|엑셀세라퓨틱스|https://www.wanted.co.kr/wd/193649|https://static.wanted.co.kr/images/company/13535/kff0qnwoar7ahmnq__1080_790.jpg|"• 입사시 웰컴키트 지급
• 건강검진 매년 지원
• Refresh 휴가, 생일휴가 및 각종 경조 휴가
• 40시간 이내의 자유로운 출퇴근 (코어타임 10시~15시)
• 경조사비 지급
• 야근 식대 및 야근 교통비 지급
• 우수인력 학비지원
• 전 직원 스톡옵션 부여
• 경영성과에 따른 인센티브 부여
• 팀 운영비 지원"|2023-12-23|연구소 세포배지연구팀|"• Project leading 유경험자 우대
• 인체유래세포 배양 및 분석에 능통한 자
• 연구 제품 개발 및 제품화(상용화) 유경험자
• SOP 작성 및 기술이전 업무 유경험자
• 국책과제 참여 및 수행 유경험자
• 영어능력 우수자"|"• 유도만능줄기세포, 조혈모세포, 중간엽줄기세포, 근육줄기세포, 면역세포, 모유두세포 등 인체유래 세포의 배양 및 특성 분석
• 세포별 맞춤형 배지 개발 및 raw material 개발
• 엑소좀 생산, 분리 정제 및 특성분석
• 신규 실험법 세팅, 품질관리 확립을 위한 프로토콜 개발 등의 업무
• 국가과제 입안 및 실무진행"|강남구 영동대로 333|https://static.wanted.co.kr/images/wdes/0_4.52bf140a.jpg|515|"• 생물학, 생명공학, 분자생물학, 유전공학 관련 전공자
• 석사 후 5년이상 연구경력 보유자
• Cell culture 및 PCR, W/B, FACS, ELISA 등  molecular work 경험자

[근무조건]
• 근무형태 : 정규직
• 근무일시 : 주 5일 (월-금)
• 근무지역 : 서울시 강남구 영동대로333, 6층

[근무환경]
• 주 40시간 내 단축근무 지향을 통한 Work&Life Balance 제고 (업무상황 고려하여 자율적 운영)
• 야간 및 휴일근무 시 식대 및 야근 교통비 지원
• 국내 최고 수준의 사무환경 및 휴게공간 제공"|193649
"[Wellness Technology]

Software will treat the world
우리는 소프트웨어가 세상을 치료할 수 있다고 믿습니다. 

WELT는 Digital Therapeutics (DTx) / Digital Biomarker를 개발하는 스타트업입니다.

2016년 삼성전자에서 스핀오프한 이후로, 140억 이상의 누적 투자를 이끌어내며 매일매일 성장하고 있습니다.

디지털 치료제란 질병을 치료하기 위해 “처방”이 가능한 소프트웨어입니다. WELT-I는 탄탄한 의학적 근거를 기반으로 불면증 치료 솔루션을 제공합니다. 불면증에 특화된 인지행동치료 프로그램을 통해 수면에 영향을 끼치는 생각, 행동, 그리고 습관의 문제를 개선할 수 있습니다. 

WELT - I는 올해 4월 식약처의 허가를 받았으며 현재 상용화를 앞두고 있습니다. 불면증 디지털 치료제외에도 향후 3년 간 3개 이상의 정신과 질환 DTx(디지털 치료제)를 개발하여 식약처의 허가를 획득할 계획입니다. 

웰트는 훌륭한 태도, 뛰어난 능력, 뜨거운 열정이 가득한 분들과 함께하고자 합니다. 

뛰어난 동료들과 함께 헬스케어를 혁신할 분들을 모십니다.


[채용 프로세스 안내]

서류 전형 ＞ 1차 면접(직무 적합성) ＞  2차 면접(조직 적합성) ＞  3차 면접(최종 임원 면접) ＞  처우 협의 & 입사일 조정

1. 직무 적합성 면접
  - 함께 하시게 된다면 소속될 팀의 부서장 혹은 팀원들과의 면접을 진행하며 보통의 경우 대면 면접으로 진행합니다.

2. 조직 적합성 면접
  - 소속될 팀 뿐만 아니라 함께 업무를 진행할 타 팀원들과의 커뮤니케이션을 중시하기에 2차 면접으로 팀 면접을 진행하며, 보통의 경우 비대면으로 진행합니다.

3. 최종 면접 & 처우 협의
  - 최종적으로 임원 면접을 진행하며 보통의 경우 대면으로 진행합니다. 이후 합격 여부에 따라 처우 협의 및 입사일 조정을 진행하게 됩니다."|웰트(WELT)|https://www.wanted.co.kr/wd/192927|https://static.wanted.co.kr/images/company/1258/l3b7odydfjkfzlxm__1080_790.jpg|"• 4대 보험
• 중식 제공 / 커피, 간식
• 프리미엄 공유 오피스 (드림플러스 강남점)
• 탄력적 근무제(기본 10시 출근, 자율 퇴근)
• 자유로운 연차 사용
• Expense cover (업무 목적 교통, 미팅, 식사 등)
• Equipment, Laptop etc"|2023-12-31|임상시험 연구원 (CRA)|"• 의료기기 임상시험 수행 경험이 있는 분
• 식약처 혹은 FDA 510(k) 등 관련 지식이 있는 분
• 영어를 포함한 외국어 커뮤니케이션 스킬이 뛰어난 분 
• 임상시험 종사자교육(모니터요원) 이수 또는 이수 예정자"|"- 디지털 치료제의 인허가를 위한 임상시험 프로젝트 관리
- 기획 및 개발팀과 임상 관련 협업 진행
- CRO업체, 연구자, 기타 다른 외부 관계자와 협력
- 임상 업무의 performance 및 quality/compliance를 ensure함
- 임상시험 계획서 등 필수 문서 검토"|서울특별시 서초구 강남대로 311|https://static.wanted.co.kr/images/wdes/0_4.afe2d9a4.jpg|515|• 약학, 간호학, 생명과학 등 관련 전공 학사 학위 이상|192927
"2018년 12월 설립한 미생물 기반의 면역치료제 연구개발 벤처기업이며 글로벌 임상 진입, FDA신청, 희귀의약품 지정, 글로벌 바이오회사 공동연구개발, Top tier 펀딩 실적(창업이후 약 400억 이상) 등 내외부적으로도 빠른 성장을 하고 있습니다. 

2024년의 목표는 임상팀 충원을 통해 임상 단계를 늘려가는 것입니다. 작년 2개 파이프라인의 글로벌임상1상을 무사히 마쳤고, 현재는 미국 임상 2상 진입을 위한 준비중입니다. Mayo Clinic, Scripps Research 등 해외 Top 연구소 등과 긴밀히 협업중입니다.

내년 IPO(주식상장)를 추진중이며, 리스큐어바이오와 만들어갈 성공스토리를 함께 하고 싶은 소중한 인재를 모십니다.

＜유의사항＞
- 채용 절차 : 서류전형 ＞ 1차면접 ＞2차면접(필요시) ＞ 결과 발표 
- 3개월 간 시용기간을 거친 후 시용평가 결과에 따라 정직원으로 전환 여부가 결정됩니다. 
   입사지원 시 이를 확인 후 동의하신 것으로 간주됩니다.
- 시용기간 내 급여는 100% 지급됩니다."|리스큐어바이오사이언시스|https://www.wanted.co.kr/wd/192597|https://static.wanted.co.kr/images/company/7529/sapkf5quxwl44xei__1080_790.jpg|"ㆍ성과에 따른 스톡옵션 제공
ㆍ전사휴무일 지정하여 휴식보장
ㆍ종합검진 유급휴가
ㆍ간식 무제한 제공"||글로벌바이오텍 마이크로바이옴 공정개발 책임자|"ㆍ영어 회화 가능
ㆍGMP 경험자
ㆍMicrobiome 경험자
ㆍPilot Scale up Development 경험자
ㆍMedia Optimization, Process Development 경험자"|"ㆍ미생물 배양공정개발
ㆍ동결건조 및 정제분석
ㆍ해외 C(D)MO 관리
ㆍ임상시험용 의약품 제조 및 출하 관리
ㆍ프로젝트 기획, 예산, 일정 관리"|성남시 분당구 판교로 255번길 68|https://static.wanted.co.kr/images/wdes/0_4.74a6a924.jpg|515|"ㆍ석사학위 이상
ㆍ관련 경력 3년 이상"|192597
"2018년 12월 설립한 미생물 기반의 면역치료제 연구개발 벤처기업이며 글로벌 임상 진입, FDA신청, 희귀의약품 지정, 글로벌 바이오회사 공동연구개발, Top tier 펀딩 실적(창업이후 약 400억 이상) 등 내외부적으로도 빠른 성장을 하고 있습니다. 

2024년의 목표는 임상팀 충원을 통해 임상 단계를 늘려가는 것입니다. 작년 2개 파이프라인의 글로벌임상1상을 무사히 마쳤고, 현재는 미국 임상 2상 진입을 위한 준비중입니다. Mayo Clinic, Scripps Research 등 해외 Top 연구소 등과 긴밀히 협업중입니다.

내년 IPO(주식상장)를 추진중이며, 리스큐어바이오와 만들어갈 성공스토리를 함께 하고 싶은 소중한 인재를 모십니다.

＜유의사항＞
- 채용 절차 : 서류전형 ＞ 1차면접 ＞2차면접(필요시) ＞ 결과 발표 
- 3개월 간 시용기간을 거친 후 시용평가 결과에 따라 정직원으로 전환 여부가 결정됩니다. 
   입사지원 시 이를 확인 후 동의하신 것으로 간주됩니다.
- 시용기간 내 급여는 100% 지급됩니다."|리스큐어바이오사이언시스|https://www.wanted.co.kr/wd/192591|https://static.wanted.co.kr/images/company/7529/sapkf5quxwl44xei__1080_790.jpg|"ㆍ성과에 따른 스톡옵션 제공
ㆍ전사휴무일 지정하여 휴식보장
ㆍ종합검진 유급휴가
ㆍ간식 무제한 제공"|2023-12-23|글로벌바이오텍 R&D QA 책임자|"ㆍ영어소통 및 업무수행 가능자
ㆍ면역, 미생물, 약학 등 관련 전공자"|"ㆍ기술문서 검토
ㆍdata integrity 확보
ㆍ허가 관련 문서 검토
ㆍ연구소 Quality System 운영 : SOP관리 등"|성남시 분당구 판교로 255번길 68|https://static.wanted.co.kr/images/wdes/0_4.74a6a924.jpg|515|"ㆍ연구소 QA 경력 3년 이상
ㆍ대학교(4년제) 졸"|192591
"2018년 12월 설립한 미생물 기반의 면역치료제 연구개발 벤처기업이며 글로벌 임상 진입, FDA신청, 희귀의약품 지정, 글로벌 바이오회사 공동연구개발, Top tier 펀딩 실적(창업이후 약 400억 이상) 등 내외부적으로도 빠른 성장을 하고 있습니다. 

2024년의 목표는 임상팀 충원을 통해 임상 단계를 늘려가는 것입니다. 작년 2개 파이프라인의 글로벌임상1상을 무사히 마쳤고, 현재는 미국 임상 2상 진입을 위한 준비중입니다. Mayo Clinic, Scripps Research 등 해외 Top 연구소 등과 긴밀히 협업중입니다.

내년 IPO(주식상장)를 추진중이며, 리스큐어바이오와 만들어갈 성공스토리를 함께 하고 싶은 소중한 인재를 모십니다.

＜유의사항＞
- 채용 절차 : 서류전형 ＞ 1차면접 ＞2차면접(필요시) ＞ 결과 발표 
- 3개월 간 시용기간을 거친 후 시용평가 결과에 따라 정직원으로 전환 여부가 결정됩니다. 
   입사지원 시 이를 확인 후 동의하신 것으로 간주됩니다.
- 시용기간 내 급여는 100% 지급됩니다."|리스큐어바이오사이언시스|https://www.wanted.co.kr/wd/192587|https://static.wanted.co.kr/images/company/7529/sapkf5quxwl44xei__1080_790.jpg|"ㆍ성과에 따른 스톡옵션 제공
ㆍ 전사휴무일 지정하여 휴식보장
ㆍ 종합검진 유급휴가
ㆍ 간식 무제한 제공"|2023-12-23|글로벌바이오텍 글로벌RA 책임자|"ㆍIND(미국or유럽) 및 BLA 준비 및 제출 경력
ㆍ영어 문서작성 가능자
ㆍ영어회화 가능자"|"ㆍ프로젝트 및 파이프라인 허가전략 수립
ㆍGlobal Regulatory Affair : 허가기관 대응 및 커뮤니케이션, 해외 인허가 진행, 자료 작성 및 보완"|성남시 분당구 판교로 255번길 68|https://static.wanted.co.kr/images/wdes/0_4.74a6a924.jpg|515|"ㆍ해외 RA경력 3년 이상
ㆍ영어소통 및 업무수행 가능자
ㆍ대학교(4년제) 졸업 이"|192587
"2018년 12월 설립한 미생물 기반의 면역치료제 연구개발 벤처기업이며 글로벌 임상 진입, FDA신청, 희귀의약품 지정, 글로벌 바이오회사 공동연구개발, Top tier 펀딩 실적(창업이후 약 400억 이상) 등 내외부적으로도 빠른 성장을 하고 있습니다. 

2024년의 목표는 임상팀 충원을 통해 임상 단계를 늘려가는 것입니다. 작년 2개 파이프라인의 글로벌임상1상을 무사히 마쳤고, 현재는 미국 임상 2상 진입을 위한 준비중입니다. Mayo Clinic, Scripps Research 등 해외 Top 연구소 등과 긴밀히 협업중입니다.

내년 IPO(주식상장)를 추진중이며, 리스큐어바이오와 만들어갈 성공스토리를 함께 하고 싶은 소중한 인재를 모십니다.

＜유의사항＞
- 채용 절차 : 서류전형 ＞ 1차면접 ＞2차면접(필요시) ＞ 결과 발표 
- 3개월 간 시용기간을 거친 후 시용평가 결과에 따라 정직원으로 전환 여부가 결정됩니다. 
   입사지원 시 이를 확인 후 동의하신 것으로 간주됩니다.
- 시용기간 내 급여는 100% 지급됩니다."|리스큐어바이오사이언시스|https://www.wanted.co.kr/wd/192583|https://static.wanted.co.kr/images/company/7529/sapkf5quxwl44xei__1080_790.jpg|"ㆍ성과에 따른 스톡옵션 제공
ㆍ전사휴무일 지정하여 휴식보장
ㆍ종합검진 유급휴가
ㆍ간식 무제한 제공"|2024-03-22|글로벌바이오텍 사업개발(BD) 책임자|"ㆍ동종업계 BD업무 경험자
ㆍLicense Out / In 경험자
ㆍ해외 거래처 관리 경험자"|"ㆍBusiness development 전반
ㆍLicense Out 전략수립, Deal 등 사업개발 업무
ㆍ연구부서 및 글로벌 파트너링 사와 협업
ㆍ동종업계 현황 및 시장조사
ㆍR&D포트폴리오 사업화 전략 구상"|성남시 분당구 판교로 255번길 68|https://static.wanted.co.kr/images/wdes/0_4.74a6a924.jpg|515|"ㆍ사업개발(BD) 업무 경력 5년 이상
ㆍ영어 능통자"|192583
"[ 비알랩 Dreamers의 꿈을 소개해요 ]

슬립테크 분야에서 혁신적인 제품과 서비스를 개발하는 선두 기업이에요.
우리는 사용자의 수면의 질을 향상시키고 나아가 웰니스를 서비스하기 위한 혁신적인 수면 모니터링 기술과 솔루션을 갖고 있고 끊임없이 고도화하고 있어요.
앞으로의 웰니스는 비알랩의 혁신적인 수면 솔루션으로 뒤바뀔 거라는 멋진 꿈을 꾸고 있죠.
우리는 글로벌 시장에서 성장하고, 지속적인 기술 혁신과 품질 개선, 서비스 고도화를 통해 고객사와 사용자들에게 높은 만족을 제공하고자 꿈을 향해 달려나가고 있어요.

*이러한 비알랩의 노력과 성과를 인정받아 최근 누적투자금 100억원을 돌파했어요!




[ 비알랩 핵심직군 Dreamers Recruting ]

Research 연구원




[ 비알랩의 Dreamer를 꿈꾸신다면 참고해 주세요 ]

* 정규직 채용의 경우, 3개월의 수습 기간이 있어요.
* 평가 결과에 따라 수습 기간이 연장되거나 채용이 취소될 수 있어요.
* 포트폴리오 제출이 필수인 해당 직군
┗제출 및 프로젝트별 기여도를 명시해 주세요.
    포트폴리오에 어떻게 문제를 발견하고 해결했는지 담아주시면 좋아요."|비알랩|https://www.wanted.co.kr/wd/192552|https://static.wanted.co.kr/images/company/25948/3r8l6tiekzjbeeez__1080_790.jpg|"* 혁신적 문화
* 주 40시간 유연 근무제
* 생일 축하금
* 선릉역-사무실 직접 연결
* 웰컴키트(Dream kit) 제공
* 스낵바, 커피머신 운영"||[100억↑투자] Research 연구원|"• 의공학 관련 전공자
• Signal processing 관련 전공자
• Machine learning 전공/경력"|"• 생체신호 데이터 분석
• 헬스케어/웰니스 알고리즘 개발"|서울특별시 강남구 삼성동 141 성원타워 16층 비알랩|https://static.wanted.co.kr/images/wdes/0_4.ed4c616f.jpg|515|"• 생체 신호 처리 알고리즘 개발 2년 이상 (석사 과정 포함)
• 다음 한 분야 개발이 가능
- Matlab/Python/C/C++을 이용한 (생체)신호 분석 및 처리 알고리즘 개발
- 주어진 데이터에 대해서 Machine learning등을 이용한 classification이나 regression 알고리즘  개발"|192552
엑셀세라퓨틱스는 국내 유일의 세포 배양을 위한 무혈청, 화학조성 배지 개발 연구 및 제조 전문 기업입니다. 주력제품인 줄기세포 배양 배지 'CellCor CD MSC'를 시작으로 각질형성세포, 모낭세포, 동결보존배지 등으로 파이프라인을 확장하고 있습니다.|엑셀세라퓨틱스|https://www.wanted.co.kr/wd/192300|https://static.wanted.co.kr/images/company/13535/kff0qnwoar7ahmnq__1080_790.jpg|"• 입사시 웰컴키트 지급
• 건강검진 매년 지원
• Refresh 휴가, 생일휴가 및 각종 경조 휴가
• 40시간 이내의 자유로운 출퇴근 (코어타임 10시~15시)
• 경조사비 지급
• 야근 식대 및 야근 교통비 지급
• 우수인력 학비지원
• 전 직원 스톡옵션 부여
• 경영성과에 따른 인센티브 부여
• 팀 운영비 지원"||연구소 전문배양팀원|"• 인체유래세포 배양 및 분석에 능통한 자
• 세포 대량 배양 관련 업무 유경험자
• SOP 작성 유경험자"|"• 중간엽 줄기세포, 각질형성세포, 모유두세포 등 인체유래 세포의 배양
• 세포 및 엑소좀 대량 배양
• 세포맞춤형 배지 Validation"|강남구 영동대로 333|https://static.wanted.co.kr/images/wdes/0_4.52bf140a.jpg|515|"• 생물학, 생명공학, 분자생물학 등 바이오 관련 전공자
• Cell culture, FACS, PCR, western blot 등 molecular work 경험자

[근무조건]
• 근무형태 : 정규직
• 근무일시 : 주 5일 (월-금)
• 근무지역 : 서울시 강남구 영동대로333, 6층

[근무환경]
• 주 40시간 내 단축근무 지향을 통한 Work&Life Balance 제고 (업무상황 고려하여 자율적 운영)
• 야간 및 휴일근무 시 식대 및 야근 교통비 지원
• 국내 최고 수준의 사무환경 및 휴게공간 제공"|192300
