GROUP_INTRO|COMPANY|JOB_POSTING_URL|TITLE_IMG|BENEFITS|RECRUIT_DEADLINE|TITLE|PREFERENTIAL|MAINDUTIES|WORKING_AREA|LOGO_IMG|JOB_GROUP|QUALIFICATION|ID
"메가스터디교육은 늘 교육시장의 새로운 기준과 좌표를 만들며 업계를 선도해 왔습니다. 

메가스터디교육 임직원으로써 업계 1위 회사에서 근무한다는 자긍심과 교육업계를 대표한다는 자부심을 가지고 함께할 분을 기다립니다."|메가스터디교육|https://www.wanted.co.kr/wd/194281|https://static.wanted.co.kr/images/company/902/m5vg6ngp9nloycld__1080_790.jpg|"• 경조사 지원 (경조휴가, 경조휴가비, 상조물품)
• 직계자녀 교육비 지원
• 가족 의료비 지원
• 메가스터디 그룹사 교육할인
• 장기근속자 포상
• 제휴병원 건강검진 지원
• 생일선물 지급
• 입사웰컴키트 지급"|2023-12-31|공사관리 및 인테리어|"• CAD 사용 가능한 자
• 직무 관련 전문 지식 보유자
• 관련학과 전공자
• 채용절차 : 서류심사-온라인역량(인성)검사-1차면접-2차면접-합격자발표
• 시용기간 (3개월)"|"• 공사관리 지원
• 시공품질 유지 및 공사검수 지원
• 공사 관련 행정 지원
• 설계도서, 물량, 내역 검토"|서울 서초구 효령로 321 (덕원빌딩)|https://static.wanted.co.kr/images/wdes/0_4.0ddb4a22.jpg|509|"• 경력 : 무관
• 학력 : 무관
• 건축 및 인테리어 공사관리 경험자
• 공사관련 행정업무 경험자"|194281
"시너지타워는 상업시설 전문 부동산 개발회사 입니다.
지난 10년 간 12개 몰 단위 상가을 개발한 이력이 있는, 자산규모 1000억 수준의 회사 구요.
주요 법인의 21년 연결 기준 매출액 및 순이익은 각각 400억 이상, 100억 이상을 달성한 이력이 있고 22년에는 매출 500억 이상 달성에 순이익을 기록하고 있는, 안정적으로 성장하고 있는 회사 입니다.

상권을 만드는 일은 큰 부가가치를 창출하는 일입니다.
저희가 이 어려운 일을 차근차근 해내며 부동산 업계에서 인정받고 있습니다.
시너지타워는 광주광역시 첨단지구의 상권을 만들어 가고 있는 핵심 부동산 개발사로써 유흥주점 등이 즐비한 슬럼화된 부지에 7개 신축 Mall을 지으면서 ""시리단길""을 만들어 나가고 있구요.
올해, 드디어 이 프로젝트가 완성됩니다!

시너지타워 상품개발본부는 계속해서 부가가치가 높은 공간을 기획하고 있습니다.
시리단길 프로젝트와 함께 새로운 시행처의 공간기획을 진행하고 있구요.
또한 국내 유명 건설사 및 시행사들의 상업시설 용역 및 컨설팅 프로젝트를 수주하여 진행하고 있어 외연이 확대되고 있습니다.

이러한 시너지타워 상품개발본부에서 진정한 부동산개발 전문가로 성장하실 분을 찾고 있습니다.
합류하신다면, ""아름답고 실용적인, 그래서 장사가 잘되는"" 공간을 함께 만들면서 성과를 창출하는 경험을 통해 부동산 개발 전문가로써 빠르게 성장하실 수 있을 것으로 예상합니다."|케이에이치(시너지타워)|https://www.wanted.co.kr/wd/193725|https://static.wanted.co.kr/images/company/8681/nfnaa497atbuwdq9__1080_790.jpg|"• 개인 법인카드 제공 (수습완료 후 정규직 전환시)
• 식대 지원 (점심 및 초과근무 시 저녁)
• 사내 무제한 간식 제공
• 늦게까지 근무한 동료에게 택시비 지원
• 출신/육아 휴직 자유보장 및 안심 복직
• 성장을 돕는 도서, 교육, 전시 등 자기계발비 지원
• 연차/반차/반반차 등 사유불문 누구나 편하게 사용
• 자유로운 재택근무와 수평적인 조직문화
• 다양한 인센티브 제도 (ex. 분양팀 목표달성 시 전직원 인센티브)


[채용전형]
서류전형 ＞ 실무진 면접 ＞ 과제 ＞ 임원 면접 ＞ 레퍼런스체크 ＞ 최종합격
* 채용전형은 후보자에 따라 일부 수정될 수 있습니다.

[기타사항]
• 수습기간 3개월이 있습니다."|2023-12-30|부동산 개발 공간기획 및 실무자|"• 건축사 소지자 또는 건축설계사무소 경력 보유자
• 공간기획 과정에서 다양한 부서와 소통하여 성과를 창출한 경험이 있으신 분
• 상업시설 기획 및 상환경 디자인에 대한 전문성이 높으신 분
• 부동산 시행사, 자산운용사 등 부동산 개발관련 경력 보유자"|"• 상업시설 기획 및 상환경 컨설팅 관련 업무
• 상업시설 기초분석보고서, 제안서, 견적서 등 제작
• 스케치업, 라이노 모델링 및 렌더링을 활용한 공간 디자인
• 사업성 검토용 도면 작성 및 관련 법률 검토"|경기도 성남시 분당구 운중로 141, 703호|https://static.wanted.co.kr/images/wdes/0_4.36f73ec4.png|509|"• 부동산업에 대한 전반적인 이해도가 높으신 분
• 건축 관련 3D Tool을 자유롭게 다루시는 분
• 엑셀, 파워포인트 등을 이용한 자료 제작 및 프레젠테이션에 능숙하신 분
• 논리적인 과정을 통한 디자인 기획 경험이 많으신 분"|193725
"교원그룹은 신뢰받는 교육문화사업과 건강함과 아름다움을 드리는 생활문화사업, 편안한 휴양과 소중한 추억을 선사하는 호텔레저사업을 주요 비즈니스로 하고 있습니다. 
고객의 삶의 가치를 더할 교원그룹에서 더 멋진 비전을 만들어갈 인재를 영입합니다."|교원|https://www.wanted.co.kr/wd/193535|https://static.wanted.co.kr/images/company/36625/cqays0faepknlqkq__1080_790.jpg|"- 식사/여행/의류 등 선택해서 쓰는 복지포인트 지급
- 재충전, 리프레쉬를 위한 휴양시설 지원
- 건강도 챙기는 종합건강검진 지원
그 외 다양한 복리후생이 준비되어 있습니다"||건설관리|"- 건축/부동산 관련 자격증 보유자
- 한국건설기술인협회 건축등급 중급 이상"|"- 그룹 건설 사업 총괄 관리
- 설계/공사 등 발주 및 단계별 관리
- 일정/인허가 및 비용 관리(VE)
- 투자비(예산) 검토 및 산정"|서울특별시 중구 을지로 51 내외빌딩|https://static.wanted.co.kr/images/wdes/0_4.6859ffb9.jpg|509|"- CM사, 설계사, 시공사 등에서의 근무 경력
- 설계관리/공사관리/공무 CM 중 업무 수행 경험
- 건설 현장관리능력, 건축 및 부동산 관련 기술적/법률적 지식 보유
- 능동적이고 적극적인 업무추진능력
- 4년제 대졸 이상의 학력 (관련 전공자)"|193535
"[실내건축 인테리어 공사 현장 관리를 담당할 정규직 경력사원을 채용합니다.]

Beyond Space. For better experience. 
공간에 가치를 더하는 기업
디자인코리아는 1989년 설립된 자본금 5억원, 매출액 400억원, 직원수 35명의 중소기업입니다. 
서울 강남구 논현동에 위치하고 있으며 인테리어 설계, 시공 사업을 하고 있습니다.
2024년 사업 확장을 위해 책임감을 갖춘 실력있는 인재를 모시고자 하니 많은 관심과
지원 바랍니다."|디자인코리아|https://www.wanted.co.kr/wd/191024|https://static.wanted.co.kr/images/company/26846/6vqjv93l7uquxs7o__1080_790.jpg|"4. 혜택 및 복지

 • 연금, 보험: 국민연금, 고용보험, 산재보험, 건강보험
 • 휴무, 휴가, 행사: 주 5일 근무, 연차, 경조휴가, 노동절 휴무, 육아 휴직, 창립기념일
   행사
 • 보상, 수당, 지원: 퇴직금, 각종 경조금 지원, 명절 귀향여비 지급, 장기근속자 포상, 
   우수사원 표창/포상
 • 교육, 연수: 사내 워크샵, MT
 • 사내 시설: 커피 및 음료 제공"|2023-12-31|실내건축 인테리어 시공 현장 소장 (주임~부장)|"3. 우대사항
 
 • 엑셀 활용능력 보유자
 • 관련 자격증 보유자
 • 차량 소지자
 • AUTO CAD 프로그램 활용 가능자
 • 자격증 : 실내건축기사, 실내건축산업기사, 건축기사
 • 건축, 실내건축 및 인테리어 관련 학과 전공자"|"1. 모집 분야 및 주요 업무
 
 • 현장 공사 / 공정 관리, 안전 및 품질 관리
 • 현장 시공 디테일 관리 및 설계 협의
 • 공사비 기성 청구 및 준공 업무
 • 발주처 감리 대응 및 하도급 관리 업무"|서울시 강남구 학동로 135(논현동 대은빌딩)|https://static.wanted.co.kr/images/wdes/0_4.9f546648.png|509|"2. 자격 요건

 • 학력: 전문 대학 졸업 이상, 관련 전공자
 • 경력 3년 이상 ~ (현장 근무 경력 보유 필수), 지방 근무 가능자
 • 백화점, 쇼핑몰 및 패션 리테일 (브랜드매장)등 상업시설, 금융시설 현장 
   유경험자"|191024
"샘파트너스는 2003년 12월 설립 이후로 국내 최고의 경험 디자인 서비스를 제공해 오고 있으며, 50명의 전문적인 브랜드경험 컨설턴트와 디자이너들이 매 순간 새로운 비즈니스 가치를 만들어 가고 있습니다.

샘파트너스의 공간디자인그룹은 고객과 사용자 관점의 만족스러운 공간 경험을 실체화하며, 다양한 공간에 대한 새로운 관점과 컨셉 설계, 마스터플랜 개발부터 디테일한 경험 접점 디자인까지 폭넓은 영역의 전문성을 가지고 있습니다.

도시 및 공공공간, 야외테마공간, 복합문화공간, 리테일 매장 및 플래그십 스토어 등
대규모 공간 기획 및 디자인 개발 프로젝트를 진행합니다."|샘파트너스(sampartners)|https://www.wanted.co.kr/wd/189631|https://static.wanted.co.kr/images/company/730/ulyizbojm3whxyjb__1080_790.jpg|"• 코어타임 탄력근무제 (코어타임 11:00-16:00)
 • 중/석식 제공, 음료 제공
 • 직원 전용 휴양소 및 차량 제공 (제주도, 강릉)
 • 국내/해외 워크샵 지원
 • 회식비, 조직활성화비 지원
 • 휴게실 완비 (최고급 안마의자가 주인을 기다리는 중)
 • 배우자 및 부모님 생신 꽃배달 
 • 장기근속자 리프레시 휴가 및 리워드
 • 자기계발 및 교육비 지원

외 디자인 업계 최고 수준의 직원 혜택 및 복지 프로그램 운영"||다학제 디자인팀 건축가||"• 건축 및 부동산 개발 관련 기획 업무
• 공간 디자인 및 설계 업무
• 콘텐츠, 서비스, 브랜드 개발 업무"|용산구 이태원로 221, 2층(한남동, 임피리얼팰리스 부티크호텔)|https://static.wanted.co.kr/images/wdes/0_4_a7d9fe14-d5a5-4fff-bd5e-99745614915b.jpg|509|"• 건축디자인 분야 4년 이상 경력자
• 이력서 및 포트폴리오 제출"|189631
"""Smart Hospitality""를 목표로 로봇이 만들 새로운 세상을 이끌어갈 베어로보틱스에서 각 분야 최고 수준의 훌륭한 멤버들과 함께 새로운 역사를 만들어 갈 동료를 기다립니다.

지금까지의 성장 노하우와 뛰어난 기술력을 바탕으로 ‘서빙’ 이 필요한 다양한 사업에 진출할 예정이며, 안정적인 재정 기반 아래, “자율주행 서빙 로봇”의 성장에 박차를 가해주실 분을 찾고 있습니다.

실리콘밸리의 문화를 경험하며, 함께 성장하고, 미래의 로봇을 만들어갈 동료를 기다립니다.

- “구글을 박차고 나와 순두부식당을 운영하면서 실리콘밸리 생존법을 배웠죠.”,  https://www.hankyung.com/economy/article/2021072855881 

- 베어로보틱스, 1천억 규모 시리즈B 투자유치https://www.mk.co.kr/news/it/view/2022/03/239865"|베어로보틱스코리아|https://www.wanted.co.kr/wd/187666|https://static.wanted.co.kr/images/company/3903/645ruvrxwnn0o72a__1080_790.jpg|"우리는 이렇게 일하고 있어요!

- We have GOOD HABITS -

우리는 좋은 습관은 지키고, 나쁜 습관을 줄이기 위해 노력합니다. 어제보다 나은 우리를 위해!
- 서로를 배려합니다.
- 상대방의 입장에서 생각합니다.
- 새로운 것을 배웁니다.

- We are having FUN -

우리는 행복해지기 위해 일합니다. 모두가 재미있게 일할 수 있는 업무 환경을 구성합니다.
- 8시~11시 자율 출퇴근 (8시간 근무)
- 식사비 제공
- 간식 무제한 제공

- We FOCUS on work -

우리는 효율적이고 효과적으로 일합니다.
- 고사양 랩탑, 4K 모니터 및 주변기기 지원
- Stock Option, 인센티브 지급
- 영어교육 지원, 종합건강검진, 경조사비/경조휴가 등"|2023-12-15|General Affairs Manager|"• 업무상 영어 가능
• 부동산 관련 (사무실 임대, 신규 사무실 서칭 등) 업무 유경험자"|"• 사무용품 및 비품 관리
• 부동산 매입 등 자산의 취득 및 관리
• 시설관리, 계약관리 등
• 사무환경 관리 및 유지
• 복리후생 프로그램 기획 및 운영"|서울 성동구 성수일로 10|https://static.wanted.co.kr/images/wdes/0_4.bb83d9d7.png|509|"• 인사 총무 유경력자
• 주도적으로 일을 해결할 수 있는 분
• 밝은 성격에 긍정적인 사고를 하는 분
• 대화를 즐기고 커뮤니케이션을 잘하는 분"|187666
"안녕하세요. 
“We MaKe Us” WEUS Partners / WEUS Architecture입니다. 

위어스 구성원으로서 열정과 노력을 함께하며, 다양한 이야기로 우리를 같이 만들어갈 수 있는 분을 모집합니다. 

위어스는 ‘건축설계 / 시공 / 감리 / CM’의 전반적인 영역에서 CAD/BIM을 활용하여 통합적인 업무를 수행하고 있습니다."|위어스파트너스|https://www.wanted.co.kr/wd/182748|https://static.wanted.co.kr/images/company/29173/vym7x6trf6x2f7mc__1080_790.jpg|"- 근무형태 : 3개월 수습 기간 후 정규직 전환(급여100%)
- 급여조건 : 연봉제 / 경력에 따라 상호 협의 후 결정
           : 퇴직금, 상여금 별도
- 근무시간 : 주 5일 근무
           : 탄력근무제 (출퇴근시간 1시간 조정가능)
           : 경력단절여성 근무시간 협의가능
- 기타조건 : 4대 보험 적용
           : 연차휴가(정규직 기준 최초 연15일)[0.5일, 0.25일 분할 사용가능]
           : 생일 및 결혼기념일 외식 지원
           : 명절, 연말 상여금 지급
           : 경조사비 지원
           : BIM 교육
           : 사내 세미나"||[신입] 건축설계 / BIM설계|"• 공동주택 경험
• 산업시설 경험
• 해외프로젝트 경험
• BIM경험"|"• 건축설계
• BIM건축설계"|서울 강남구 도곡동 950-1, 2층|https://static.wanted.co.kr/images/wdes/0_4.0bd343f8.jpg|509|"• 건축학과 졸업
• 건축설계 경험
• BIM설계 경험"|182748
"엠쓰리시스템즈는 2021년에 설립된 회사로 자본금 4억 2,600만원, 매출액 10억 587만원, 사원수 18명 규모의 중소기업 입니다. 
서울 서초구 서초중앙로 188(서초동, 아크로비스타)에 위치하고 있으며, 모듈러건축, DfMA, BIM, 플랫폼사업을 하고 있습니다."|엠쓰리시스템즈|https://www.wanted.co.kr/wd/180685|https://static.wanted.co.kr/images/company/34102/nh6cnb9w0fzcrvh3__1080_790.jpg|"① 자유롭고 창의적인 회사
- 자율복장
- 자율휴가제도
② 일과 삶의 균형
- 업무에 필요한 교육, 세미나, 컨퍼런스, 도서구매 비용 지원
- 점심 제공
- 간식 무한 제공"||M3Systems 모듈러 건축설계 3년 이상|"- CAD/CAM 프로그램 능숙자
- Revit 사용 가능자
- 관련학과 졸업 및 포트폴리오 보유자"|"① 주요업무
- 모듈러 건축 상세 설계

② 전형절차
- 1차 : 서류 (지원서 접수 후 1차 합격자 개별 통보)
- 2차 : 면접 (1차 합격자에 한하여 면접일자 개별통보)"|서울특별시 서초구 서초중앙로 188 아크로비스타 사무동 L-410호|https://static.wanted.co.kr/images/wdes/0_4.a192af3b.jpg|509|"- 건축설계사무소 관련 경력 3년 이상
- CAD 사용 가능자
- 운전가능자 / 이천시 공장 현장근무 가능자(주0회)
- 제조화건설 스타트업 초기 멤버로 의욕적으로 회사의 문화를 함께 만들어 가실 분"|180685
"아파트멘터리는 인테리어 서비스 혁신 스타트업으로 아날로그 중심의 국내 인테리어 시장에서 디지털 혁신을 이끌어가고 있습니다. 집을 고치는 모듈형 인테리어 서비스를 메인으로 투명하고 표준화된 고객 중심의 서비스를 제공하고 있으며, 데이터를 활용하여 집의 공간을 꾸미는 리빙 브랜드 제품들을 만들고, 그 외에도 멤버십 제도, 인테리어 금융 서비스 등 산업 내 소비자 중심의 새로운 기준들을 세우고 있습니다.

아파트멘터리는 효율적이고 체계적인 서비스를 구축하기 위해 고객과의 1:1 커뮤니케이션 앱 서비스인 마이피치를 운영중이며, 데이터 기반의 가격정찰제를 통하여 인테리어 시장에 부족한 투명한 가격 체계를 갖추고 있습니다. 또한 고객의 공사 범위 및 가격에 따른 모듈화 서비스를 진행중이며, Plus-A라는 고객에게 부가적인 리모델링 서비스를 제공합니다.

리모델링 팀을 소개해요.
• 리모델링의 설계부터 디자인, 발주와 공정 관리, 감리까지 일련의 서비스 프로세스를 진행합니다.
• 인테리어 관련 자재와 제품 관련 아이템 발굴하여 고객에게 제안합니다.
• 리모델링 관련 인바운드 고객 전화부터 상담, 계약까지 영업의 전반적인 일들을 수행합니다.
• 계약 이후 디자인 매니저와 함께 고객과 관련이 있는 부분들의 워크플로우를 관리합니다."|아파트멘터리|https://www.wanted.co.kr/wd/180287|https://static.wanted.co.kr/images/company/764/oood0uakunmbsdya__1080_790.jpg|"• 연 1회 리프레쉬(호텔 숙박) 상품권
• 연 1회 헬스케어(헬스/필라테스/요가 등) 비용 지원
• 연 1회 문화생활(OTT/도서/티켓) 비용 지원
• 연 1회 생일복지 (상품권)
• 설, 추석 명절 상품권
• 자사몰 STOLY 임직원 계정 제공 (최대 55% 할인)
• 사내 휴식 공간에서 커피/간식 제공

채용 절차
• 서류 전형 ＞ 1차 인터뷰 ＞ 2차 인터뷰 ＞ 최종 합격"|2023-12-30|[100억↑투자] 홈인테리어 시공 매니저|"• 관련 자격증 보유자
• 인테리어 시공 네트워크 보유자"|"• 현장 감리, 현장 시공
• 견적 산출
• 현장 실행률 관리
• 자재물량 산출, 자재 발주"|서울특별시 강남구 도산대로 237, 3,4층 (신사동, 현대벨로스오피스텔)|https://static.wanted.co.kr/images/wdes/0_4.d7bcc73e.jpg|509|"• 주거인테리어 3년이상 (하이엔드 현장소장 1년이상)
• 주거공간 인테리어 시공관리 능력
• 원활한 커뮤니케이션 역량 보유"|180287
"[LOKA101 소개]

로카101은 도심 속 1인 가구의 주거 피로를 회복할 수 있도록 돕습니다.

프롭테크 스타트업 ‘로카101’은 660만 1인 가구가 살 공간이 없어 떠돌지 않도록, 빈 공간에 ‘픽셀하우스’를 지어 주거 서비스를 제공하고 있습니다. 2023년 상반기까지 총 1,713평 이상의 공간을 재생하였고, 누적 20개의 픽셀하우스를 오픈해 376세대 이상의 1인 가구가 살고 있습니다. 또한 부동산 특성에 맞게 지금까지 누적 46억 원 이상의 안정적인 임대 매출을 달성했습니다.


로카101은 중개, 설계, 시공, 운영, 마케팅 등 부동산 개발에 필요한 모든 밸류 체인을 내재화한 업계 유일한 회사로, 다양하고 혁신적인 공간 개발 프로젝트들을 경험할 수 있습니다.



[LOKA101 일하는 방식]

◆ 실용 중심(Practicality)

- 목표 달성을 위한 가장 빠르고, 쉽고, 효율적인 최적의 방법을 찾습니다.
- 숫자와 데이터 기반으로 소통하고 생산적인 커뮤니케이션을 지향합니다.

◆ 성장 중독(Endless Growth)

- 회사와 개인이 함께 성장하기 위해 끊임없이 도전하고 개발합니다.
- 개인의 몰입과 팀이 힘을 합쳐 책임감 있게 끝까지 업무를 수행합니다.

◆ 재미/자유(Fun & Freedom)

- 다양하고 재미있는 의견들을 자유롭게 이야기합니다.
- 서로 다른 의견에 대해 건강하게 토론하며, 존중과 경청을 통해 더 좋은 방향을 만듭니다.



[LOKA101과 함께하며 갖고 가세요!]

① 부동산과 자산에 대한 폭넓은 시야
②주거를 포함한 공간 사업에 대한 최신 트렌드, 사업분석능력
③ 공유 공간, 주거 공간에 대한 국내 최정상 인사이트
④ 회사 프로젝트 내부 투자로 근로수입 외 수익을 만들 수 있는 기회"|로카101|https://www.wanted.co.kr/wd/177399|https://static.wanted.co.kr/images/company/28827/ans0y1xpnco8p4bh__1080_790.jpg|"◆ 몰입을 위한 업무 환경 지원
    - 역세권 오피스 위치(선릉역 도보 5분 거리)
    - 로카101 프로젝트 참가권 제공
    - 노트북 등 업무용 장비 지급
    - 간식/음료 제공
    - 5년 장기 근속 포상(안식월/휴가비 지원)

◆ 소중한 관계에 대한 지원
    - 경조사 지원(경조 휴가 제공)
    - 생일 반차/축하금
    - 팀 회식/워크샵 지원

◆ 소소한 생활 지원
    - 중소기업 청년 소득세 90%감면
    - 유연한 휴가 정책
    - 자율 복장제"||시공현장 관리 감독(대리급)|"- 건축관련 프로그램(캐드,스케치업) 가능자 우대
- 원활한 의사소통과 협력 가능자
- 커뮤니케이션 및 문제 해결 능력 우수자"|"- 주거 리모델링 시공 작업 감독
- 시공 공정 및 품질 관리
- 시공 계획 및 일정 관리
- 현장 안전 관리
- 현장 유지 보수"|강남구 선릉로93길 40|https://static.wanted.co.kr/images/wdes/0_4.2263d4e7.jpg|509|"- 30~40세 운전 가능자 (자차보유)
- 3년 이상의 인테리어 현장 경험자
- 책임감과 성실함을 갖춘자 (근태관리 철저)
- 꼼꼼한 성격으로 현장 마감 가능자
- 현장 작업과 협업 능력 갖춘 자"|177399
